COD_UF,COD_MUNICIPIO,COD_DISTRITO,COD_SUBDISTRITO,SITUACAO,NOM_TIPO_SEGLOGR,NOM_TITULO_SEGLOGR,NOM_SEGLOGR,NUM_ENDERECO,DSC_MODIFICADOR,NOM_COMP_ELEM1,VAL_COMP_ELEM1,NOM_COMP_ELEM2,VAL_COMP_ELEM2,NOM_COMP_ELEM3,VAL_COMP_ELEM3,NOM_COMP_ELEM4,VAL_COMP_ELEM4,NOM_COMP_ELEM5,VAL_COMP_ELEM5,LATITUDE,LONGITUDE,ALTITUDE,DSC_LOCALIDADE,COD_ESPECIE,CEP
31,9006,5,0,2,ESTRADA,,CACHOEIRA AO CONDOMINIO AGUAS CLARAS,,SN,,,,,,,,,,,-20.179291666666668,-44.20218997222222,750.0,CACHOEIRA DOS PAPUDOS,3,35460000
31,9006,5,0,2,RUA,,F,,SN,,,,,,,,,,,-20.160571638888886,-44.201951666666666,795.0,GUARIBAS,3,35460000
31,9006,5,0,2,ESTRADA,,DE BRUMADINHO PARA CORREGO DO,,SN,,,,,,,,,,,-20.137946638888888,-44.125750000000004,819.0,CORREGO DO FEIJAO,3,35460000
31,9006,5,0,2,ESTRADA,,DE BRUMADINHO PARA CORREGO DO,,SN,CASA,,,,,,,,,,-20141,-44.14135,,ALBERTO FLORES,3,35460000
31,9006,5,0,2,ESTRADA,,DE BRUMADINHO PARA CORREGO DO,10.0,KM,,,,,,,,,,,-20.140194972222222,-44.13259663888889,,CORREGO DO FEIJAO,3,35460000
31,9006,5,0,2,ESTRADA,,DE BRUMADINHO PARA CORREGO DO,,SN,,,,,,,,,,,-20.137889972222222,-44.141731638888885,,ALBERTO FLORES,3,35460000
31,9006,5,0,2,ESTRADA,,JANGADA C FEIJAO,,SN,,,,,,,,,,,-20.09988333333333,-44.075878305555555,,CASA BRANCA,3,35460000
31,9006,5,0,2,ESTRADA,,JANGADA C FEIJAO,,SN,,,,,,,,,,,-20.12237497222222,-44.08273666666667,,CORREGO DO FEIJAO,3,35460000
31,9006,5,0,2,RUA,,JANGADA,,SN,,,,,,,,,,,-20.11937163888889,-44.09841330555556,,JANGADA,3,35460000
31,9006,5,0,2,ESTRADA,,VALE A MIB,,SN,,,,,,,,,,,-20.126525,-44.115210000000005,,CORREGO DO FEIJAO,3,35460000
31,9006,5,0,2,ESTRADA,,VALE A MIB,,SN,,,,,,,,,,,-20.118084972222224,-44.10943,,CORREGO DO FEIJAO,3,35460000
31,9006,5,0,2,ESTRADA,,VALE A MIB,,SN,,,,,,,,,,,-20.126909972222222,-44.11710497222222,,CORREGO DO FEIJAO,3,35460000
31,9006,5,0,2,ESTRADA,,VALE A MIB,,SN,,,,,,,,,,,-20.129384972222223,-44.12024163888889,,CORREGO DO FEIJAO,3,35460000
31,9006,5,0,2,ESTRADA,,SEM DENOMINACAO,,SN,,,,,,,,,,,-20.142323305555554,-44.104481666666665,,CORREGO DO FEIJAO,3,35460000
